time_s,grid_5,grid_15,grid_25,grid_35,grid_45
0.0,0.0,0.0,0.0,0.0,0.0
0.005,9.757339655692592,0.047252481001980526,0.0002617684320494172,0.006802501322634569,1.4044495861012019
0.01,25.379214967721285,0.37484369084933633,0.0035163578842531532,0.05460518453813864,3.6480119541826164
0.015,30.94304540346191,1.3316899821204577,0.021931928498094645,0.1963932520177526,4.421560665634889
0.02,34.83728267814934,2.9563278409100295,0.0852092509547211,0.4367283234658977,4.979627669727836
0.025,38.75335852030348,4.910398161378835,0.23522642604116362,0.7214206923300263,5.538993891360262
0.03,40.50628002882317,6.897860574493503,0.5036629788633724,1.0133951341666518,5.785678541610383
0.035,42.99994961968802,8.841559723345885,0.8967363541518465,1.3096397915655258,6.1453803194039445
0.04,44.238388514347044,10.70148306396213,1.4016631539897237,1.61033257078237,6.32041665715704
0.045,45.83487301707387,12.451455739306766,1.9991046931217646,1.9172837181214055,6.553529386054704
0.05,46.86312503378172,14.096242009891156,2.6693262340175,2.234913474226961,6.704345719096146
0.055,47.93861204941389,15.6362382384735,3.394012475195553,2.5651684376356476,6.868260327078527
0.06,48.815802593859466,17.07877313063615,4.157396736594538,2.9096299299779074,7.007444810560729
0.065,49.59268278072207,18.43190148928869,4.946598612906454,3.2688389891189287,7.138868258778848
0.07,50.33880883353773,19.70222648661815,5.751242583688384,3.642323168601826,7.272815449080827
0.075,50.94065620160938,20.897757886195194,6.563165328259142,4.029320117152817,7.393039355419891
0.08,51.57324187165,22.024489656497526,7.376017106966179,4.4284425724069765,7.526127791111534
0.085,52.06733117514097,23.088742286451826,8.184900239640918,4.838234106167025,7.646274917043868
0.09,52.604683576221525,24.095753762606286,8.986089324394667,5.257042005690782,7.781204528219897
0.095,53.02769072725738,25.050344876210634,9.77677446261405,5.683217147308005,7.906158471339607
0.1,53.48717152609838,25.956876975616904,10.554870435761488,6.115148814782658,8.044137829771996
0.105,53.859499782854094,26.81910383724597,11.318857990940804,6.551276036550258,8.175213851332808
0.11,54.256203408884595,27.6405471610334,12.06765865574727,6.9901622030144885,8.316331658839855
0.115,54.58968216506102,28.42420841078649,12.800538310095867,7.430454079390383,8.452977835123683
0.12,54.93601111870146,29.172900827448913,13.517028671637771,7.870935787795773,8.596610885828293
0.125,55.23794902760678,29.889067405592968,14.21686786102866,8.310492465357624,8.737430824579548
0.13,55.543747751001284,30.574962895534284,14.899952549383723,8.748133267767376,8.88258303475028
0.135,55.819037296474676,31.232595129267377,15.566301038552677,9.18297103746138,9.025915234162685
0.14,56.09196602976401,31.86379064524874,16.216024373431924,9.614223585072498,9.171458385922929
0.145,56.34416548525149,32.470209266197024,16.849303519875974,10.041204904694833,9.315681280696287
0.15,56.59012730186549,33.05334996541539,17.46637189013356,10.463316101443882,9.460507264465456
0.155,56.82201392384782,33.614591891694246,18.067501396726726,10.880041881750884,9.604182465332336
0.16,57.04554720173127,34.155180553470714,18.65299183745788,11.290938814687728,9.74728880324249
0.165,57.259400968583854,34.676268606115016,19.22316247851027,11.695633115420382,9.889213377186334
0.17,57.46400612848365,35.17890218146095,19.778345609171488,12.093810007517536,10.029743338599932
0.17500000000000002,57.6617582893396,35.664051316536266,20.31888151985379,12.485211149062902,10.168953883110882
0.18,57.85015539921627,36.13260280510787,20.845114621343694,12.869626299601823,10.306207995182175
0.185,58.03347028150225,36.58537933544606,21.35739048485508,13.246890118432486,10.441961367360097
0.19,58.207795668048405,37.023138712768585,21.85605354731465,13.61687607531315,10.57539224760605
0.195,58.37811997504696,37.446584372335664,22.341445397733963,13.979492909543165,10.70713686172343
0.2,58.540073347304904,37.85636869356661,22.813903461723648,14.334680284680426,10.836335291663879
0.20500000000000002,58.698669643646454,38.253098107811624,23.273760041019102,14.682405288499837,10.963680408231843
0.21,58.84962291761446,38.63733821479641,23.721341598296203,15.022659300992247,11.088357633839255
0.215,58.99759518622604,39.00961603248361,24.156968252541112,15.355454815450656,11.211044323295612
0.22,59.138672510731,39.37042532883588,24.580953428083188,15.680823106373357,11.331013557905177
0.225,59.27698735002502,39.72022764522622,24.993603625810287,15.998811514834866,11.448888932546293
0.23,59.40912386243648,40.05945699537145,25.39521829044444,16.309481640162243,11.56404772164162
0.23500000000000001,59.5386288603202,40.38852053811071,25.786089747805725,16.61290712277848,11.677042907380216
0.24,59.66261390227456,40.70780233452431,26.166503200893217,16.909172192288374,11.787357184848116
0.245,59.78405382099734,41.017664046173806,26.536736765756793,17.19836991309377,11.895468936840935
0.25,59.90056286700863,41.31844775683876,26.897061542028865,17.480600993180342,12.00095909887014
0.255,60.01459390910969,41.61047679384049,27.247741705829252,17.755972425795775,12.104234707330594
0.26,60.12421231425088,41.89405776560562,27.589034621910898,18.02459650457859,12.204963738800725
0.265,60.23141461853069,42.16948147685214,27.92119096799336,18.286589786591804,12.303488780964063
0.27,60.33465543131558,42.43702437201654,28.24445486876294,18.54207228060668,12.399552311861997
0.275,60.43554392484237,42.696949476391126,28.559064035958315,18.791166662046397,12.493440801703379
0.28,60.53286138039935,42.949507419834624,28.865249912372462,19.03399761082912,12.584958896095417
0.28500000000000003,60.627895121601334,43.19493734028441,29.16323781819576,19.270691219705448,12.6743454194884
0.29,60.71969497381064,43.433467625613495,29.453247097943553,19.501374461944796,12.761455873403609
0.295,60.80928513459639,43.66531673595941,29.735491267399176,19.72617474661076,12.84648934821642
0.3,60.89593265875117,43.89069376260862,30.010178159284102,19.945219497983487,12.929342274257987
0.305,60.980449300473374,44.109799147078185,30.27751006750961,20.15863582223394,13.010181029552587
0.31,61.06227556483965,44.322825122862376,30.537683889166185,20.366550181543694,13.088934522006547
0.315,61.14205336196861,44.529956326234924,30.79089126423954,20.569088145561814,13.165742441814432
0.32,61.21936020079262,44.7313701620205,31.037318712570567,20.766374144407898,13.240559138527495
0.325,61.294703258711465,44.92723731224951,31.277147768067586,20.958531285150173,13.313502661037887
0.33,61.36776726129629,45.11772205031001,31.51055510994567,21.145681169410004,13.384547042751983
0.335,61.43895316281452,45.30298265957517,31.73771269099182,21.327943760164853,13.453792844480873
0.34,61.50802890924999,45.48317170970871,31.958787862793667,21.505437251429708,13.521229136068936
0.34500000000000003,61.575312110277146,45.65843639958413,32.173943497924824,21.678277974348326,13.586942362940652
0.35000000000000003,61.640634824284035,45.82891880335208,32.3833381091155,21.846580308260293,13.650932922778267
0.355,61.70424950418205,45.994756151766126,32.58712596540652,22.010456617666332,13.713275856714688
0.36,61.76603725028003,46.15608105232905,32.7854572053579,22.1700171957642,13.773979959691594
0.365,61.82619970780946,46.313021721637675,32.978477947323164,22.32537022576078,13.83311103106877
0.37,61.88465522868565,46.46570218235179,33.166330396874585,22.47662174958242,13.890683967374304
0.375,61.941565900847806,46.61424245713894,33.34915295140581,22.62387564838513,13.946757041362488
0.38,61.99687816792079,46.75875874456983,33.527080301996804,22.76723363056516,14.00134946728722
0.385,62.05072333673581,46.899363583157275,33.70024353258151,22.90679522734957,14.054513346355133
